from_venue	to_venue	to_display_name	mentions	same_discipline	to_coverage	to_tier	to_region
mlsys	sosp	SOSP	9	yes	depth	field	international
mlsys	atc	ATC	6	yes	depth	field	international
mlsys	eurosys	EuroSys	5	yes	depth	field	international
mlsys	neurips	NeurIPS	3	yes	depth	field	international
mlsys	iclr	ICLR	2	yes	depth	field	international
mobicom	sigcomm	SIGCOMM	12	yes	depth	field	international
mobicom	nsdi	NSDI	11	yes	depth	field	international
mobicom	mobisys	MobiSys	10	yes	depth	field	international
mobicom	infocom	INFOCOM	7	yes	depth	field	international
mobicom	sensys	SenSys	5	yes	depth	field	international
mobicom	acm-sigcomm	ACM SIGCOMM	2	no	breadth	field	international
mobisys	mobicom	MobiCom	21	yes	depth	field	international
mobisys	sensys	SenSys	19	yes	depth	field	international
mobisys	osdi	OSDI	14	yes	depth	field	international
mobisys	nsdi	NSDI	13	yes	depth	field	international
mobisys	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
mobisys	eurosys	EuroSys	2	yes	depth	field	international
mobisys	sosp	SOSP	2	yes	depth	field	international
modern-economic-research	reform-of-economic-system	经济体制改革	2	no	breadth	field	china
modern-economic-science	economic-science	经济科学	9	yes	breadth	field	china
molecular-cell	nature-structural-and-molecular-biology	Nature Structural & Molecular Biology	6	no	breadth	field	international
molecular-cell	pnas	PNAS	2	no	depth	field	international
molecular-ecology	molecular-biology-and-evolution	Molecular Biology and Evolution	2	yes	breadth	field	international
molecular-ecology	nature-ecology-and-evolution	Nature Ecology & Evolution	2	yes	breadth	field	international
naacl	acl	ACL	42	yes	depth	field	international
naacl	emnlp	EMNLP	10	yes	depth	field	international
naacl	eacl	EACL	5	yes	depth	field	international
nankai-business-review	management-review	管理评论	23	yes	breadth	field	china
nankai-business-review	management-science-cn	管理科学	8	no	breadth	field	china
nature-biomedical-engineering	biomaterials	Biomaterials	2	yes	breadth	field	international
nature-biotechnology	nature-methods	Nature Methods	2	yes	breadth	field	international
nature-ecology-and-evolution	current-biology	Current Biology	4	yes	breadth	field	international
nature-ecology-and-evolution	ecology-letters	Ecology Letters	2	yes	breadth	field	international
nature-energy	advanced-energy-materials	Advanced Energy Materials	2	yes	breadth	field	international
nature-energy	energy-and-environmental-science	Energy & Environmental Science	2	no	breadth	field	international
nature-geoscience	communications-earth-and-environment	Communications Earth & Environment	9	no	breadth	field	international
nature-geoscience	geophysical-research-letters	Geophysical Research Letters	5	no	breadth	field	international
nature-geoscience	nature-communications	Nature Communications	3	no	breadth	field	international
nature-materials	advanced-materials	Advanced Materials	2	no	depth	field	international
nature-microbiology	cell-host-and-microbe	Cell Host & Microbe	2	no	breadth	field	international
nature-reviews-drug-discovery	cell-reports-medicine	Cell Reports Medicine	2	no	breadth	field	international
nature-reviews-drug-discovery	nature-medicine	Nature Medicine	2	yes	breadth	field	international
nature-reviews-drug-discovery	nature-reviews-methods-primers	Nature Reviews Methods Primers	2	yes	breadth	field	international
nature-structural-and-molecular-biology	molecular-cell	Molecular Cell	2	no	depth	field	international
nature-synthesis	journal-of-the-american-chemical-society	Journal of the American Chemical Society	2	no	depth	field	international
nature-synthesis	nature-catalysis	Nature Catalysis	2	yes	breadth	field	international
nature-synthesis	nature-chemistry	Nature Chemistry	2	yes	breadth	field	international
nature-water	water-research	Water Research	2	yes	breadth	field	international
ndss	usenix-security	USENIX Security	8	yes	depth	field	international
ndss	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	7	no	breadth	field	international
ndss	imc	IMC	6	yes	depth	field	international
ndss	annual-computer-security-applications-conference	Annual Computer Security Applications Conference	4	no	breadth	field	international
ndss	privacy-enhancing-technologies-symposium	Privacy Enhancing Technologies Symposium	4	no	breadth	field	international
nejm	jama	JAMA	17	yes	depth	field	international
nejm	the-lancet	The Lancet	3	yes	breadth	field	international
nejm	circulation	Circulation	2	no	breadth	field	international
nejm	journal-of-clinical-oncology	Journal of Clinical Oncology	2	no	breadth	field	international
nejm	pnas	PNAS	2	no	depth	field	international
neural-information-processing-systems	neurips	NeurIPS	11	no	depth	field	international
neurips	acl	ACL	2	yes	depth	field	international
neurips	cvpr	CVPR	2	yes	depth	field	international
neurips	iclr	ICLR	2	yes	depth	field	international
neurips	icml	ICML	2	yes	depth	field	international
neurips	kdd	KDD	2	yes	depth	field	international
new-journal-of-physics	physical-review-x	Physical Review X	3	no	breadth	field	international
new-media-and-society	communication-research	Communication Research	2	yes	depth	field	international
new-media-and-society	journal-of-communication	Journal of Communication	2	yes	depth	field	international
nous	the-journal-of-philosophy	The Journal of Philosophy	3	yes	breadth	field	international
npj-computational-materials	nature-materials	Nature Materials	2	yes	breadth	field	international
nsdi	sigcomm	SIGCOMM	14	yes	depth	field	international
nsdi	osdi	OSDI	12	yes	depth	field	international
nsdi	sosp	SOSP	9	yes	depth	field	international
nsdi	fast	FAST	5	yes	depth	field	international
nsdi	sigmetrics	SIGMETRICS	4	yes	depth	field	international
nsdi	imc	IMC	2	yes	depth	field	international
nsdi	mobicom	MobiCom	2	yes	depth	field	international
one-earth	nature-climate-change	Nature Climate Change	2	yes	breadth	field	international
one-earth	nature-sustainability	Nature Sustainability	2	yes	breadth	field	international
oopsla	pldi	PLDI	17	yes	depth	field	international
oopsla	popl	POPL	15	yes	depth	field	international
oopsla	acm-sigplan-international-conference-on-functional-programming	ACM SIGPLAN International Conference on Functional Programming	9	no	breadth	field	international
oopsla	issta	ISSTA	5	yes	depth	field	international
oopsla	fse	FSE	3	yes	depth	field	international
oopsla	icse	ICSE	3	yes	depth	field	international
operations-research	manufacturing-and-service-operations-management	Manufacturing and Service Operations Management	8	yes	depth	field	international
operations-research	management-science	Management Science	5	yes	depth	FT50 / UTD24	international
operations-research	informs-journal-on-computing	INFORMS Journal on Computing	4	no	depth	field	international
organization-and-management	management-review	管理评论	3	yes	breadth	field	china
organization-and-management	management-science-cn	管理科学	2	no	breadth	field	china
organization-science	academy-of-management-journal	Academy of Management Journal	20	yes	depth	FT50 / UTD24	international
organization-science	administrative-science-quarterly	Administrative Science Quarterly	20	yes	depth	FT50 / UTD24	international
organization-science	management-science	Management Science	20	no	depth	FT50 / UTD24	international
organization-studies	academy-of-management-review	Academy of Management Review	12	yes	depth	FT50 / UTD24	international
organization-studies	administrative-science-quarterly	Administrative Science Quarterly	11	yes	depth	FT50 / UTD24	international
organization-studies	journal-of-management-studies	Journal of Management Studies	10	yes	depth	field	international
organization-studies	organization-science	Organization Science	6	yes	depth	field	international
organization-studies	academy-of-management-journal	Academy of Management Journal	3	yes	depth	FT50 / UTD24	international
organization-studies	journal-of-management	Journal of Management	2	yes	depth	field	international
osdi	sosp	SOSP	23	yes	depth	field	international
osdi	atc	ATC	22	yes	depth	field	international
osdi	nsdi	NSDI	20	yes	depth	field	international
osdi	eurosys	EuroSys	8	yes	depth	field	international
osdi	fast	FAST	8	yes	depth	field	international
pacific-graphics	siggraph	SIGGRAPH	4	no	depth	field	international
percom	sensys	SenSys	16	yes	depth	field	international
percom	mobicom	MobiCom	15	yes	depth	field	international
percom	ipsn	IPSN	12	yes	depth	field	international
percom	mobisys	MobiSys	6	yes	depth	field	international
perspectives-on-psychological-science	psychological-science	Psychological Science	32	yes	depth	field	international
perspectives-on-psychological-science	psychological-bulletin	Psychological Bulletin	10	yes	depth	flagship psych (review)	international
perspectives-on-psychological-science	annual-review-of-psychology	Annual Review of Psychology	7	yes	depth	field	international
physical-review-applied	physical-review-x	Physical Review X	3	yes	breadth	field	international
physical-review-d	physical-review-b	Physical Review B	2	yes	breadth	field	international
physical-review-e	physical-review-letters	Physical Review Letters	2	yes	depth	field	international
pldi	popl	POPL	23	yes	depth	field	international
pldi	oopsla	OOPSLA	17	yes	depth	field	international
pldi	acm-sigplan-international-conference-on-functional-programming	ACM SIGPLAN International Conference on Functional Programming	13	no	breadth	field	international
pldi	icse	ICSE	6	yes	depth	field	international
pldi	asplos	ASPLOS	5	yes	depth	field	international
pldi	cav	CAV	5	yes	depth	field	international
pldi	fse	FSE	5	yes	depth	field	international
pldi	ppopp	PPoPP	2	yes	depth	field	international
pmla	critical-inquiry	Critical Inquiry	5	no	depth	field	international
pmla	new-literary-history	New Literary History	5	no	breadth	field	international
pnas	nejm	NEJM	5	no	depth	field	international
pnas-nexus	pnas	PNAS	221	yes	depth	field	international
podc	stoc	STOC	14	yes	depth	field	international
podc	pods	PODS	12	yes	depth	field	international
podc	soda	SODA	12	yes	depth	field	international
podc	focs	FOCS	11	yes	depth	field	international
podc	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	6	no	breadth	field	international
podc	osdi	OSDI	4	yes	depth	field	international
podc	nsdi	NSDI	2	yes	depth	field	international
podc	sigmod	SIGMOD	2	yes	depth	field	international
pods	icdt	ICDT	34	yes	depth	field	international
pods	sigmod	SIGMOD	28	yes	depth	field	international
pods	vldb	VLDB	13	yes	depth	field	international
pods	icde	ICDE	10	yes	depth	field	international
pods	acm-ieee-symposium-on-logic-in-computer-science	ACM/IEEE Symposium on Logic in Computer Science	9	no	breadth	field	international
pods	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
pods	edbt	EDBT	4	yes	depth	field	international
pods	icalp	ICALP	4	yes	depth	field	international
popl	acm-ieee-symposium-on-logic-in-computer-science	ACM/IEEE Symposium on Logic in Computer Science	8	no	breadth	field	international
popl	oopsla	OOPSLA	8	yes	depth	field	international
popl	pldi	PLDI	8	yes	depth	field	international
popl	acm-sigplan-international-conference-on-functional-programming	ACM SIGPLAN International Conference on Functional Programming	6	no	breadth	field	international
popl	cav	CAV	6	yes	depth	field	international
popl	tacas	TACAS	2	yes	depth	field	international
population-and-development-review	demography	Demography	11	yes	depth	field	international
ppopp	pldi	PLDI	26	yes	depth	field	international
ppopp	popl	POPL	18	yes	depth	field	international
ppopp	asplos	ASPLOS	17	yes	depth	field	international
ppopp	hpca	HPCA	16	yes	depth	field	international
ppopp	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
ppopp	oopsla	OOPSLA	3	yes	depth	field	international
privacy-enhancing-technologies-symposium	annual-computer-security-applications-conference	Annual Computer Security Applications Conference	4	yes	breadth	field	international
privacy-enhancing-technologies-symposium	european-symposium-on-research-in-computer-security	European Symposium on Research in Computer Security	4	yes	breadth	field	international
privacy-enhancing-technologies-symposium	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	2	no	breadth	field	international
privacy-enhancing-technologies-symposium	ndss	NDSS	2	no	depth	field	international
production-and-operations-management	management-science	Management Science	19	yes	depth	FT50 / UTD24	international
production-and-operations-management	operations-research	Operations Research	12	yes	depth	FT50 / UTD24	international
production-and-operations-management	manufacturing-and-service-operations-management	Manufacturing and Service Operations Management	10	yes	depth	field	international
prx-quantum	physical-review-x	Physical Review X	16	no	breadth	field	international
psychological-bulletin	psychological-review	Psychological Review	15	yes	depth	field	international
psychological-review	journal-of-economic-perspectives	Journal of Economic Perspectives	7	no	depth	field	international
psychological-review	psychological-bulletin	Psychological Bulletin	4	yes	depth	flagship psych (review)	international
psychological-review	psychological-science	Psychological Science	4	yes	depth	field	international
public-administration-review	journal-of-public-administration-research-and-theory	Journal of Public Administration Research and Theory	14	yes	depth	field	international
public-administration-review	journal-of-policy-analysis-and-management	Journal of Policy Analysis and Management	12	no	depth	field	international
public-opinion-quarterly	communication-research	Communication Research	5	no	depth	field	international
public-opinion-quarterly	journal-of-politics	Journal of Politics	5	no	depth	field	international
quantitative-economics	econometrica	Econometrica	45	no	depth	top-5 econ	international
quarterly-journal-of-economics	econometrica	Econometrica	10	no	depth	top-5 econ	international
quarterly-journal-of-economics	journal-of-political-economy	Journal of Political Economy	9	yes	depth	top-5 econ	international
quarterly-journal-of-economics	american-economic-review	American Economic Review	3	no	breadth	field	international
rand-journal-of-economics	quarterly-journal-of-economics	Quarterly Journal of Economics	4	no	depth	top-5 econ	international
rand-journal-of-economics	econometrica	Econometrica	2	no	depth	top-5 econ	international
recsys	kdd	KDD	11	yes	depth	field	international
recsys	sigir	SIGIR	11	yes	depth	field	international
recsys	wsdm	WSDM	8	yes	depth	field	international
recsys	uai	UAI	7	yes	depth	field	international
recsys	chi	CHI	4	yes	depth	field	international
recsys	acm-conference-on-recommender-systems	ACM Conference on Recommender Systems	2	no	breadth	field	international
reform	reform-of-economic-system	经济体制改革	4	yes	breadth	field	china
research-and-development-management	management-science-cn	管理科学	2	no	breadth	field	china
research-and-development-management	science-research-management	科研管理	2	yes	breadth	field	china
research-on-economics-and-management	business-management-journal	经济管理	3	yes	breadth	field	china
research-on-economics-and-management	foreign-economics-and-management	外国经济与管理	2	yes	breadth	field	china
research-on-economics-and-management	management-science-cn	管理科学	2	no	breadth	field	china
research-on-financial-and-economic-issues	business-management-journal	经济管理	3	no	breadth	field	china
research-policy	strategic-management-journal	Strategic Management Journal	13	no	depth	FT50 / UTD24	international
research-policy	management-science	Management Science	3	no	depth	FT50 / UTD24	international
research-policy	journal-of-business-venturing	Journal of Business Venturing	2	no	depth	field	international
research-policy	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
review-of-accounting-studies	journal-of-accounting-research	Journal of Accounting Research	17	yes	depth	top-3 accounting	international
review-of-accounting-studies	the-accounting-review	The Accounting Review	16	yes	depth	top-3 accounting	international
review-of-accounting-studies	contemporary-accounting-research	Contemporary Accounting Research	14	yes	depth	field	international
review-of-accounting-studies	accounting-research	Accounting Research	4	yes	depth	field	china
review-of-accounting-studies	journal-of-accounting-and-economics	Journal of Accounting and Economics	2	yes	depth	top-3 accounting	international
review-of-accounting-studies	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
review-of-economic-studies	american-economic-review	American Economic Review	9	no	breadth	field	international
review-of-economic-studies	econometrica	Econometrica	6	no	depth	top-5 econ	international
review-of-economic-studies	quarterly-journal-of-economics	Quarterly Journal of Economics	5	yes	depth	top-5 econ	international
review-of-economic-studies	journal-of-economic-literature	Journal of Economic Literature	4	yes	depth	field	international
review-of-economic-studies	journal-of-political-economy	Journal of Political Economy	4	yes	depth	top-5 econ	international
review-of-economic-studies	journal-of-financial-economics	Journal of Financial Economics	2	no	depth	top-3 finance	international
review-of-economic-studies	review-of-financial-studies	Review of Financial Studies	2	no	depth	top-3 finance	international
review-of-economics-and-statistics	american-economic-review	American Economic Review	10	no	breadth	field	international
review-of-economics-and-statistics	journal-of-economic-literature	Journal of Economic Literature	8	no	depth	field	international
review-of-educational-research	american-educational-research-journal	American Educational Research Journal	10	yes	depth	field	international
review-of-educational-research	psychological-bulletin	Psychological Bulletin	3	no	depth	flagship psych (review)	international
review-of-financial-studies	journal-of-financial-economics	Journal of Financial Economics	34	yes	depth	top-3 finance	international
review-of-financial-studies	journal-of-finance	Journal of Finance	4	yes	depth	top-3 finance	international
review-of-financial-studies	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
robocup	icra	ICRA	2	no	depth	field	international
robocup	international-symposium-on-distributed-autonomous-robotic-systems	International Symposium on Distributed Autonomous Robotic Systems	2	yes	breadth	field	international
robocup	iros	IROS	2	no	depth	field	international
rss	corl	CoRL	18	yes	depth	field	international
rss	icra	ICRA	18	yes	depth	field	international
rss	iros	IROS	15	yes	depth	field	international
rss	the-international-journal-of-robotics-research	The International Journal of Robotics Research	6	no	breadth	field	international
rss	hri	HRI	4	yes	depth	field	international
rural-economy	journal-of-agrotechnical-economics	农业技术经济	2	no	breadth	field	china
science	pnas	PNAS	15	yes	depth	field	international
science	science-advances	Science Advances	9	yes	breadth	field	international
science	nejm	NEJM	6	no	depth	field	international
science-and-technology-progress-and-policy	management-science-cn	管理科学	2	no	breadth	field	china
science-and-technology-progress-and-policy	science-research-management	科研管理	2	yes	breadth	field	china
science-and-technology-progress-and-policy	studies-in-science-of-science	科学学研究	2	yes	breadth	field	china
science-immunology	nature-immunology	Nature Immunology	5	yes	breadth	field	international
science-of-science-and-management-of-st	china-soft-science	中国软科学	2	yes	breadth	field	china
science-of-science-and-management-of-st	management-science-cn	管理科学	2	no	breadth	field	china
science-of-science-and-management-of-st	science-research-management	科研管理	2	yes	breadth	field	china
science-of-science-and-management-of-st	soft-science	软科学	2	yes	breadth	field	china
science-of-science-and-management-of-st	studies-in-science-of-science	科学学研究	2	yes	breadth	field	china
science-research-management	management-science-cn	管理科学	2	no	breadth	field	china
science-research-management	studies-in-science-of-science	科学学研究	2	yes	breadth	field	china
science-translational-medicine	journal-of-clinical-investigation	Journal of Clinical Investigation	2	yes	breadth	field	international
science-translational-medicine	nature-medicine	Nature Medicine	2	yes	breadth	field	international
scientific-decision-making	management-science-cn	管理科学	3	no	breadth	field	china
scientific-decision-making	soft-science	软科学	3	yes	breadth	field	china
scientific-decision-making	china-soft-science	中国软科学	2	yes	breadth	field	china
scientific-management-research	soft-science	软科学	5	yes	breadth	field	china
scientific-management-research	china-soft-science	中国软科学	2	yes	breadth	field	china
scientific-management-research	management-science-cn	管理科学	2	no	breadth	field	china
scientific-management-research	science-research-management	科研管理	2	yes	breadth	field	china
scientific-management-research	studies-in-science-of-science	科学学研究	2	yes	breadth	field	china
sensys	ipsn	IPSN	19	yes	depth	field	international
sensys	mobicom	MobiCom	13	yes	depth	field	international
sensys	mobisys	MobiSys	5	yes	depth	field	international
sensys	nsdi	NSDI	4	yes	depth	field	international
sensys	osdi	OSDI	2	yes	depth	field	international
siam-international-conference-on-data-mining	kdd	KDD	5	no	depth	field	international
siam-international-conference-on-data-mining	icdm	ICDM	4	no	depth	field	international
siam-journal-on-computing	focs	FOCS	2	no	depth	field	international
siam-journal-on-computing	stoc	STOC	2	no	depth	field	international
sigcomm	nsdi	NSDI	18	yes	depth	field	international
sigcomm	acm-sigcomm	ACM SIGCOMM	14	no	breadth	field	international
sigcomm	imc	IMC	12	yes	depth	field	international
sigcomm	mobicom	MobiCom	10	yes	depth	field	international
sigcomm	conext	CoNEXT	9	yes	depth	field	international
sigcomm	coordination-chemistry-reviews	Coordination Chemistry Reviews	8	no	breadth	field	international
sigcomm	sigmetrics	SIGMETRICS	7	yes	depth	field	international
sigcomm	review-of-economic-dynamics	Review of Economic Dynamics	2	no	depth	field	international
sigdial-conference-on-discourse-and-dialogue	acl	ACL	5	no	depth	field	international
sigdial-conference-on-discourse-and-dialogue	international-natural-language-generation-conference	International Natural Language Generation Conference	2	yes	breadth	field	international
siggraph	acm-siggraph-eurographics-symposium-on-computer-animation	ACM SIGGRAPH/Eurographics Symposium on Computer Animation	12	no	breadth	field	international
siggraph	cvpr	CVPR	10	yes	depth	field	international
siggraph	iccv	ICCV	6	yes	depth	field	international
siggraph	acm-siggraph	ACM SIGGRAPH	5	no	breadth	field	international
siggraph	uist	UIST	5	yes	depth	field	international
siggraph	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
siggraph	chi	CHI	4	yes	depth	field	international
sigir	european-conference-on-information-retrieval	European Conference on Information Retrieval	13	no	breadth	field	international
sigir	cikm	CIKM	12	yes	depth	field	international
sigir	wsdm	WSDM	11	yes	depth	field	international
sigir	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	7	no	breadth	field	international
sigir	acm-sigir-conference-on-human-information-interaction-and-retrieval	ACM SIGIR Conference on Human Information Interaction and Retrieval	4	no	breadth	field	international
sigir	recsys	RecSys	4	yes	depth	field	international
sigir	emnlp	EMNLP	3	yes	depth	field	international
sigir	iclr	ICLR	3	yes	depth	field	international
sigmetrics	imc	IMC	18	yes	depth	field	international
sigmetrics	nsdi	NSDI	18	yes	depth	field	international
sigmetrics	acm-sigmetrics	ACM SIGMETRICS	16	no	breadth	field	international
sigmetrics	sigcomm	SIGCOMM	12	yes	depth	field	international
sigmetrics	osdi	OSDI	10	yes	depth	field	international
sigmetrics	neurips	NeurIPS	8	yes	depth	field	international
sigmetrics	icml	ICML	5	yes	depth	field	international
sigmetrics	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
sigmod	pods	PODS	14	yes	depth	field	international
sigmod	icde	ICDE	11	yes	depth	field	international
sigmod	kdd	KDD	4	yes	depth	field	international
sigmod	vldb	VLDB	2	yes	depth	field	international
socc	sigmod	SIGMOD	40	yes	depth	field	international
socc	nsdi	NSDI	24	yes	depth	field	international
socc	osdi	OSDI	23	yes	depth	field	international
socc	vldb	VLDB	14	yes	depth	field	international
socc	atc	ATC	13	yes	depth	field	international
socc	eurosys	EuroSys	13	yes	depth	field	international
socc	sosp	SOSP	8	yes	depth	field	international
socc	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	4	no	breadth	field	international
social-forces	american-journal-of-sociology	American Journal of Sociology	16	yes	depth	top-3 sociology	international
social-forces	american-sociological-review	American Sociological Review	14	yes	depth	top-3 sociology	international
social-forces	demography	Demography	6	no	depth	field	international
social-forces	journal-of-marriage-and-family	Journal of Marriage and Family	5	no	depth	field	international
social-psychology-quarterly	journal-of-personality-and-social-psychology	Journal of Personality and Social Psychology	12	no	depth	flagship psych	international
social-psychology-quarterly	american-journal-of-sociology	American Journal of Sociology	9	no	depth	top-3 sociology	international
social-psychology-quarterly	american-sociological-review	American Sociological Review	9	no	depth	top-3 sociology	international
social-psychology-quarterly	social-forces	Social Forces	5	no	depth	field	international
social-psychology-quarterly	psychological-science	Psychological Science	4	no	depth	field	international
social-sciences-in-china	governance-studies	治理研究	2	no	breadth	field	china
sociological-methods-and-research	american-journal-of-sociology	American Journal of Sociology	5	yes	depth	top-3 sociology	international
sociological-methods-and-research	american-sociological-review	American Sociological Review	5	yes	depth	top-3 sociology	international
sociological-theory	american-sociological-review	American Sociological Review	25	yes	depth	top-3 sociology	international
sociological-theory	american-journal-of-sociology	American Journal of Sociology	24	yes	depth	top-3 sociology	international
sociological-theory	annual-review-of-sociology	Annual Review of Sociology	2	yes	depth	field	international
soda	stoc	STOC	22	yes	depth	field	international
soda	focs	FOCS	14	yes	depth	field	international
soda	itcs	ITCS	11	yes	depth	field	international
soda	icalp	ICALP	9	yes	depth	field	international
soda	podc	PODC	2	yes	depth	field	international
soft-science	china-soft-science	中国软科学	2	yes	breadth	field	china
soft-science	management-science-cn	管理科学	2	no	breadth	field	china
sosp	osdi	OSDI	25	yes	depth	field	international
sosp	atc	ATC	13	yes	depth	field	international
sosp	eurosys	EuroSys	10	yes	depth	field	international
sosp	nsdi	NSDI	8	yes	depth	field	international
sosp	fast	FAST	6	yes	depth	field	international
sosp	asplos	ASPLOS	4	yes	depth	field	international
sosp	mlsys	MLSys	3	yes	depth	field	international
sosp	vldb	VLDB	3	yes	depth	field	international
starsem-conference-on-computational-semantics	acl	ACL	6	no	depth	field	international
starsem-conference-on-computational-semantics	international-natural-language-generation-conference	International Natural Language Generation Conference	3	yes	breadth	field	international
starsem-conference-on-computational-semantics	emnlp	EMNLP	2	no	depth	field	international
stoc	focs	FOCS	34	yes	depth	field	international
stoc	soda	SODA	14	yes	depth	field	international
stoc	itcs	ITCS	5	yes	depth	field	international
stoc	colt	COLT	3	yes	depth	field	international
stoc	podc	PODC	3	yes	depth	field	international
strategic-management-journal	academy-of-management-journal	Academy of Management Journal	9	yes	depth	FT50 / UTD24	international
strategic-management-journal	academy-of-management-review	Academy of Management Review	7	yes	depth	FT50 / UTD24	international
strategic-management-journal	administrative-science-quarterly	Administrative Science Quarterly	7	yes	depth	FT50 / UTD24	international
studies-in-science-of-science	management-science-cn	管理科学	4	no	breadth	field	china
studies-in-science-of-science	china-soft-science	中国软科学	2	yes	breadth	field	china
studies-in-science-of-science	science-research-management	科研管理	2	yes	breadth	field	china
studies-in-science-of-science	soft-science	软科学	2	yes	breadth	field	china
studies-of-financial-economics	studies-of-international-finance	国际金融研究	3	yes	breadth	field	china
studies-of-international-finance	studies-of-financial-economics	金融经济学研究	2	yes	breadth	field	china
systems-engineering-theory-and-practice	management-science-cn	管理科学	7	no	breadth	field	china
tacas	cav	CAV	25	yes	depth	field	international
text-retrieval-conference	european-conference-on-information-retrieval	European Conference on Information Retrieval	3	yes	breadth	field	international
text-retrieval-conference	sigir	SIGIR	3	no	depth	field	international
text-retrieval-conference	cikm	CIKM	2	no	depth	field	international
the-accounting-review	journal-of-accounting-research	Journal of Accounting Research	18	yes	depth	top-3 accounting	international
the-accounting-review	contemporary-accounting-research	Contemporary Accounting Research	5	yes	depth	field	international
the-accounting-review	accounting-research	Accounting Research	2	yes	depth	field	china
the-astronomical-journal	astronomy-and-astrophysics	Astronomy & Astrophysics	3	yes	breadth	field	international
the-astronomical-journal	the-astrophysical-journal	The Astrophysical Journal	2	yes	breadth	field	international
the-econometrics-journal	econometric-theory	Econometric Theory	3	yes	depth	field	international
the-econometrics-journal	journal-of-econometrics	Journal of Econometrics	3	yes	depth	field	international
the-economic-journal	american-economic-review	American Economic Review	15	no	breadth	field	international
the-economic-journal	journal-of-economic-literature	Journal of Economic Literature	9	yes	depth	field	international
the-economic-journal	the-econometrics-journal	The Econometrics Journal	6	no	depth	field	international
the-economic-journal	european-economic-review	European Economic Review	3	yes	depth	field	international
the-economic-journal	journal-of-the-european-economic-association	Journal of the European Economic Association	3	yes	depth	field	international
the-embo-journal	molecular-cell	Molecular Cell	3	no	depth	field	international
the-embo-journal	nature-cell-biology	Nature Cell Biology	3	no	breadth	field	international
the-lancet-diabetes-and-endocrinology	the-lancet	The Lancet	10	yes	breadth	field	international
the-lancet-digital-health	the-lancet	The Lancet	6	yes	breadth	field	international
the-lancet-digital-health	cell-reports-medicine	Cell Reports Medicine	2	no	breadth	field	international
the-lancet-digital-health	nature-medicine	Nature Medicine	2	no	breadth	field	international
the-lancet-digital-health	science-translational-medicine	Science Translational Medicine	2	no	breadth	field	international
the-lancet-infectious-diseases	the-lancet	The Lancet	7	yes	breadth	field	international
the-lancet-infectious-diseases	academy-of-management-review	Academy of Management Review	4	no	depth	FT50 / UTD24	international
the-lancet-neurology	the-lancet	The Lancet	8	yes	breadth	field	international
the-lancet-oncology	the-lancet	The Lancet	8	yes	breadth	field	international
the-lancet-psychiatry	the-lancet	The Lancet	10	yes	breadth	field	international
the-lancet-psychiatry	jama	JAMA	2	yes	depth	field	international
the-lancet-public-health	the-lancet	The Lancet	10	yes	breadth	field	international
the-lancet-respiratory-medicine	the-lancet	The Lancet	9	yes	breadth	field	international
the-plant-cell	the-plant-journal	The Plant Journal	2	no	breadth	field	international
the-web-conference	kdd	KDD	15	yes	depth	field	international
the-web-conference	sigir	SIGIR	14	yes	depth	field	international
the-web-conference	wsdm	WSDM	12	yes	depth	field	international
the-web-conference	cikm	CIKM	9	yes	depth	field	international
uai	aistats	AISTATS	20	yes	depth	field	international
uai	icml	ICML	11	yes	depth	field	international
uai	neurips	NeurIPS	11	yes	depth	field	international
uai	colt	COLT	6	yes	depth	field	international
uai	journal-of-machine-learning-research	Journal of Machine Learning Research	3	no	breadth	field	international
uai	iclr	ICLR	2	yes	depth	field	international
uist	chi	CHI	16	yes	depth	field	international
uist	cscw	CSCW	7	yes	depth	field	international
uist	acm-conference-on-intelligent-user-interfaces	ACM Conference on Intelligent User Interfaces	5	no	breadth	field	international
uist	acm-international-conference-on-tangible-embedded-and-embodied-interaction	ACM International Conference on Tangible, Embedded, and Embodied Interaction	5	no	breadth	field	international
uist	ieee-international-symposium-on-mixed-and-augmented-reality	IEEE International Symposium on Mixed and Augmented Reality	4	no	breadth	field	international
usenix-annual-technical-conference	atc	ATC	12	no	depth	field	international
usenix-security	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	10	no	breadth	field	international
usenix-security	ndss	NDSS	7	yes	depth	field	international
usenix-security	privacy-enhancing-technologies-symposium	Privacy Enhancing Technologies Symposium	4	no	breadth	field	international
